filename,bytes,w,h,sha1,origin_url,final_url,local_link,webp_file
aldin-aldin-bu-hafta-brosuru_022.png,768262,1366,2048,9514078f332ecd86cd50dd6fcc4cb05331c9b683,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/ewBJeVXObt_2048x2048.png,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/ewBJeVXObt_2048x2048.png,https://www.oeappstudio.com/Brochures/Brochures/A101/aldin-aldin-bu-hafta-brosuru_022.webp,aldin-aldin-bu-hafta-brosuru_022.webp
aldin-aldin-bu-hafta-brosuru_023.png,930574,1366,2048,fe4b55b6492ab9fcb2276c4232d0db718874d2bd,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/agp0wBZiUg_2048x2048.png,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/agp0wBZiUg_2048x2048.png,https://www.oeappstudio.com/Brochures/Brochures/A101/aldin-aldin-bu-hafta-brosuru_023.webp,aldin-aldin-bu-hafta-brosuru_023.webp
aldin-aldin-bu-hafta-brosuru_024.png,1121126,1366,2048,0621dd626bdbff10b5b50b30f2525d46deed7743,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/zQMCj2H1Zb_2048x2048.png,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/zQMCj2H1Zb_2048x2048.png,https://www.oeappstudio.com/Brochures/Brochures/A101/aldin-aldin-bu-hafta-brosuru_024.webp,aldin-aldin-bu-hafta-brosuru_024.webp
aldin-aldin-bu-hafta-brosuru_025.png,1073992,1127,1690,0b978e4417aee2367effa5c95144329a9dfc2b9e,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/MR7d8JpUxO_2048x2048.png,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/MR7d8JpUxO_2048x2048.png,https://www.oeappstudio.com/Brochures/Brochures/A101/aldin-aldin-bu-hafta-brosuru_025.webp,aldin-aldin-bu-hafta-brosuru_025.webp
aldin-aldin-bu-hafta-brosuru_026.png,706312,1127,1690,d2c4e0cfd39d26ceb8b4f9f20d72d1932f39ee84,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/XaWb0FjVM9_2048x2048.png,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/XaWb0FjVM9_2048x2048.png,https://www.oeappstudio.com/Brochures/Brochures/A101/aldin-aldin-bu-hafta-brosuru_026.webp,aldin-aldin-bu-hafta-brosuru_026.webp
aldin-aldin-bu-hafta-brosuru_027.png,477196,1127,1690,cbdd5e925a8d0e39a5389b5c44fadc9cdebe6d44,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/XNj8Sv5063_2048x2048.png,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/XNj8Sv5063_2048x2048.png,https://www.oeappstudio.com/Brochures/Brochures/A101/aldin-aldin-bu-hafta-brosuru_027.webp,aldin-aldin-bu-hafta-brosuru_027.webp
aldin-aldin-bu-hafta-brosuru_028.png,463022,1127,1690,7e55bd36e5ae99e174989e2673f289059130251d,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/LuDxje0Qo5_2048x2048.png,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/LuDxje0Qo5_2048x2048.png,https://www.oeappstudio.com/Brochures/Brochures/A101/aldin-aldin-bu-hafta-brosuru_028.webp,aldin-aldin-bu-hafta-brosuru_028.webp
aldin-aldin-bu-hafta-brosuru_029.png,760958,1127,1690,177af66a23760f2d7d1dc560f47fe19dd9508cfa,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/Sv0WVPyJJe_2048x2048.png,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/Sv0WVPyJJe_2048x2048.png,https://www.oeappstudio.com/Brochures/Brochures/A101/aldin-aldin-bu-hafta-brosuru_029.webp,aldin-aldin-bu-hafta-brosuru_029.webp
aldin-aldin-bu-hafta-brosuru_030.png,854756,1127,1690,33b386e0f2ff0c1d6f07e390b0bfa183dfba0342,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/74hk-ff1vp_2048x2048.png,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/74hk-ff1vp_2048x2048.png,https://www.oeappstudio.com/Brochures/Brochures/A101/aldin-aldin-bu-hafta-brosuru_030.webp,aldin-aldin-bu-hafta-brosuru_030.webp
aldin-aldin-bu-hafta-brosuru_031.png,656080,1127,1690,e1b586172419412596a2dca06429470b496ef1eb,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/ja4skU9xk2_2048x2048.png,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/ja4skU9xk2_2048x2048.png,https://www.oeappstudio.com/Brochures/Brochures/A101/aldin-aldin-bu-hafta-brosuru_031.webp,aldin-aldin-bu-hafta-brosuru_031.webp
aldin-aldin-bu-hafta-brosuru_032.png,1375586,1366,2048,acf46a8c98fd1678a5680c71bfe31c0a069d7338,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/TTrEQopS3g_2048x2048.png,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/TTrEQopS3g_2048x2048.png,https://www.oeappstudio.com/Brochures/Brochures/A101/aldin-aldin-bu-hafta-brosuru_032.webp,aldin-aldin-bu-hafta-brosuru_032.webp
aldin-aldin-bu-hafta-brosuru_033.png,957974,1127,1690,cb4f4ff85cb216a0f3d2c901ac32bf406c4b055f,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/ewjKdIU0Q7_2048x2048.png,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/ewjKdIU0Q7_2048x2048.png,https://www.oeappstudio.com/Brochures/Brochures/A101/aldin-aldin-bu-hafta-brosuru_033.webp,aldin-aldin-bu-hafta-brosuru_033.webp
aldin-aldin-bu-hafta-brosuru_034.png,562088,1127,1690,5c66f4129063bc0cbf17233001f5df3d318766c6,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/yTLqq6feMq_2048x2048.png,https://cdn2.a101.com.tr/dbmk89vnr/CALL/Image/get/yTLqq6feMq_2048x2048.png,https://www.oeappstudio.com/Brochures/Brochures/A101/aldin-aldin-bu-hafta-brosuru_034.webp,aldin-aldin-bu-hafta-brosuru_034.webp
